Kharkiv6,1726649553376,6,133,707,170,16,691,685,5,5,12,23,5,12,59480,34213,55473,93986,63377,60601,62590,39200,63694,102918,66385,69604,Чорнобай Денис Костянтинович,380213395335,denis.chornobaj@your.mail.com,Nova,Дніпро,49,24
Kharkiv1,1726649957315,3,341,861,135,10,11,21,49812,47757,17659,57201,52418,19501,Голуб Максим Станіславович,380767355978,maksim.golub@your.mail.com,Nova,Донецьк,704,25
Kharkiv2,1726650423630,3,126,59,628,25,25,6,21790,42573,44929,24206,48335,51131,Петренко Максим Васильович,380804709680,maksim.petrenko@your.mail.com,Nova,Хмельницький,712,26
Kharkiv1,1726650926869,5,314,165,402,332,745,17,17,13,19,2,26039,70966,71033,97419,40725,26943,74861,73924,108312,46046,Лисенко Іван Валерійович,380231695131,іvan.lisenko@your.mail.com,Самовивіз,Харків,852,27
Kharkiv5,1726651385763,7,234,39,769,565,266,507,527,23,21,17,24,24,7,4,40140,13732,17377,54594,29613,62113,12590,44135,14581,18806,56513,33898,69594,14091,Тимчук Володимир Станіславович,380354745643,volodimir.timchuk@your.mail.com,Nova,Рівне,277,28
Kharkiv2,1726651877029,7,881,244,49,1,85,846,713,19,24,5,13,5,10,23,33474,60393,93766,71197,77202,44208,90175,36631,62266,106662,75334,79670,46995,95286,Петренко Віктор Олександрович,380564994427,vіktor.petrenko@your.mail.com,Nova,Миколаїв,41,29
Kharkiv4,1726652370634,6,718,618,10,847,73,511,13,24,16,22,22,4,90891,48999,65427,49116,35182,10533,102981,54643,74484,55152,38521,11539,Тимчук Артур Вікторович,380363480647,artur.timchuk@your.mail.com,Nova,Рівне,53,30
Kharkiv3,1726652959364,3,354,693,949,16,2,23,19834,61723,85014,21379,67946,87974,Савчук Тарас Миколайович,380365652069,taras.savchuk@your.mail.com,Nova,Миколаїв,446,31
Kharkiv1,1726653532910,1,807,9,98425,105750,Буряк Валерій Романович,380518620102,valerіj.burjak@your.mail.com,Nova,Полтава,144,32
Kharkiv2,1726653950882,4,931,842,194,661,1,13,13,25,67454,11455,97498,66615,73777,13099,105256,72953,Буряк Дмитро Валерійович,380946637195,dmitro.burjak@your.mail.com,Ukr,Запоріжжя,585,33
Kharkiv2,1726654409923,2,707,532,1,13,34213,78605,37356,83038,Гнатенко Анатолій Костянтинович,380633901487,anatolіj.gnatenko@your.mail.com,Nova,Хмельницький,615,34
Kharkiv2,1726654931029,4,749,508,764,735,1,23,17,16,33391,81716,80089,20837,37233,91837,84301,22051,Ковалев Артур Валентинович,380952182395,artur.kovalev@your.mail.com,Nova,Миколаїв,103,35
Kharkiv3,1726655369412,7,923,281,460,159,6,324,195,4,2,9,9,17,13,20,26532,34053,36972,72108,15923,45490,89651,27950,37313,41923,82638,16827,51818,100629,Гончаренко Максим Дмитрович,380272822265,maksim.goncharenko@your.mail.com,Nova,Луцьк,54,36
Kharkiv4,1726655950769,3,72,644,404,24,2,5,67137,53318,24865,76615,55600,27663,Петренко Микола Григорійович,380765014400,mikola.petrenko@your.mail.com,Ukr,Луцьк,101,37
Kharkiv2,1726656539632,3,929,160,66,8,21,7,72308,73293,75184,75923,76847,82482,Кузьменко Павло Ярославович,380190375884,pavlo.kuz'menko@your.mail.com,Nova,Львів,666,38
Kharkiv6,1726656959777,5,812,367,946,943,552,14,12,10,6,11,93790,54209,16362,90426,25832,101281,60751,17751,98720,29008,Тимчук Станіслав Артемович,380125019849,stanіslav.timchuk@your.mail.com,Nova,Рівне,843,39
Kharkiv6,1726657386644,5,353,800,842,56,889,5,5,24,10,15,41828,88385,11455,96133,77718,47679,99856,12638,100716,86974,Іваненко Семен Артемович,380816560246,semen.іvanenko@your.mail.com,Nova,Чернігів,291,40
Kharkiv5,1726657827701,3,592,688,584,8,13,23,59629,14808,89418,66703,15414,97790,Коваленко Іван Володимирович,380322462908,іvan.kovalenko@your.mail.com,Ukr,Миколаїв,607,41
Kharkiv2,1726658422671,3,568,889,197,13,4,19,72440,77718,15233,77313,82006,16522,Ковалев Роман Ігорович,380841188588,roman.kovalev@your.mail.com,Ukr,Суми,261,42
Kharkiv1,1726658998809,7,429,674,197,202,552,640,353,16,22,20,18,9,21,23,45511,69210,15233,76114,25832,66289,41828,48865,75886,17074,83227,29554,73885,43301,Шаповал Олег Павлович,380639067473,oleg.shapoval@your.mail.com,Самовивіз,Хмельницький,720,43
Kharkiv3,1726659470296,5,164,351,921,705,781,17,2,22,6,5,84333,17079,13561,34715,61605,94002,18877,14452,38359,65895,Кравець Віктор Семенович,380653152612,vіktor.kravets'@your.mail.com,Ukr,Суми,579,44
Kharkiv2,1726660066598,7,415,905,322,155,254,635,615,24,23,17,2,23,10,19,66230,49668,78199,67954,82064,64914,66655,69264,54468,81490,77576,90774,71557,73186,Коваленко Валентин Павлович,380333896416,valentin.kovalenko@your.mail.com,Nova,Львів,908,45
Kharkiv5,1726660630453,1,151,1,20986,22580,Тимченко Юрій Дмитрович,380435324178,jurіj.timchenko@your.mail.com,Nova,Чернівці,54,46
Kharkiv5,1726661121609,3,241,32,235,14,4,13,24384,49107,48012,27156,51818,49601,Федоренко Юрій Валерійович,380197631163,jurіj.fedorenko@your.mail.com,Nova,Дніпро,374,47
Kharkiv3,1726661648362,3,278,233,890,20,10,15,24728,80240,28066,28173,85876,30971,Савченко Мирослав Ігорович,380828795386,miroslav.savchenko@your.mail.com,Ukr,Чернівці,2,48
Kharkiv4,1726662096402,2,634,116,23,9,36235,44345,40072,46867,Соломон Максим Артемович,380979780234,maksim.solomon@your.mail.com,Ukr,Київ,563,49
Kharkiv2,1726662555134,1,479,17,82218,85633,Петренко Юрій Станіславович,380226279720,jurіj.petrenko@your.mail.com,Nova,Запоріжжя,602,50
Kharkiv4,1726662985676,1,648,16,69502,77544,Пономаренко Федір Володимирович,380722263996,fedіr.ponomarenko@your.mail.com,Nova,Вінниця,65,51
Kharkiv6,1726663550672,3,427,121,798,14,17,23,54361,32873,11476,57672,34108,12857,Кравець Костянтин Олександрович,380928720821,kostjantin.kravets'@your.mail.com,Nova,Київ,824,52
Kharkiv3,1726663975968,1,147,8,69956,75476,Петренко Максим Валентинович,380385188579,maksim.petrenko@your.mail.com,Nova,Одеса,924,53
Kharkiv3,1726664493848,6,680,745,125,810,400,384,6,9,12,12,3,13,54367,40725,49050,41781,14349,40473,56146,42648,54789,44623,15217,44019,Буряк Дмитро Валерійович,380946637195,dmitro.burjak@your.mail.com,Ukr,Запоріжжя,585,54
Kharkiv3,1726664955310,7,89,405,102,509,778,931,298,23,2,22,8,6,13,1,57779,34244,68654,60751,55019,67454,91011,64586,37940,72503,68771,58048,70654,99411,Костенко Федір Романович,380262495893,fedіr.kostenko@your.mail.com,Nova,Івано-Франківськ,282,55
Kharkiv1,1726665554471,6,579,781,226,734,43,63,9,11,13,9,23,13,24122,61605,77537,40180,34938,36515,25587,69449,88256,42388,36141,40865,Тимчук Остап Максимович,380677545999,ostap.timchuk@your.mail.com,Ukr,Чернівці,871,56
Kharkiv4,1726666152886,5,324,172,304,715,301,17,4,1,22,20,45490,76563,25653,83872,33481,49307,79411,27946,96194,37520,Гончаренко Тарас Анатолійович,380334583097,taras.goncharenko@your.mail.com,Nova,Суми,792,57
Kharkiv2,1726666706751,3,314,708,420,17,8,13,26039,67612,84302,27244,74717,94227,Федоренко Григорій Валерійович,380594982876,grigorіj.fedorenko@your.mail.com,Nova,Чернігів,322,58
Kharkiv5,1726667227457,4,935,650,630,444,3,3,2,21,40689,66923,75931,91597,42313,74543,82490,101026,Костюк Максим Семенович,380576193799,maksim.kostjuk@your.mail.com,Самовивіз,Донецьк,345,59
Kharkiv6,1726667765900,5,305,506,180,465,918,25,1,9,24,2,72452,67654,88153,58607,18442,78328,70130,94875,60371,20762,Ковалев Роман Ігорович,380841188588,roman.kovalev@your.mail.com,Ukr,Суми,261,60
Kharkiv6,1726668331519,3,774,622,574,11,8,24,10404,62921,55349,11515,66537,62189,Федоренко Григорій Валерійович,380594982876,grigorіj.fedorenko@your.mail.com,Nova,Чернігів,322,61
Kharkiv6,1726668841001,7,889,355,489,226,943,98,581,18,24,1,9,22,16,22,77718,26014,45708,77537,90426,36328,13270,80224,26948,50804,81387,101839,38250,14541,Зінченко Віктор Романович,380779582866,vіktor.zіnchenko@your.mail.com,Nova,Ужгород,583,62
Kharkiv4,1726669405824,7,203,536,288,17,389,745,942,9,14,14,18,7,21,19,56821,30928,20172,66328,26787,40725,56285,60635,34887,20861,74289,28599,44937,60386,Пономаренко Олексій Федорович,380383080494,oleksіj.ponomarenko@your.mail.com,Nova,Дніпро,351,63
Kharkiv5,1726669870848,2,847,520,13,3,49116,64339,55228,72928,Буряк Андрій Валентинович,380240833404,andrіj.burjak@your.mail.com,Ukr,Луцьк,713,64
Kharkiv3,1726670318389,7,121,908,456,301,859,486,834,12,23,11,22,9,7,4,32873,37006,35293,33481,63111,75334,21105,34505,40653,39048,35303,71647,82553,22132,Тимчук Артур Вікторович,380363480647,artur.timchuk@your.mail.com,Nova,Рівне,53,65
Kharkiv6,1726670891325,4,513,824,691,865,4,1,12,22,64122,10052,63377,62831,70737,11088,68346,67179,Супрун Іван Станіславович,380167823409,іvan.suprun@your.mail.com,Nova,Чернігів,328,66
Kharkiv4,1726671446021,4,295,219,845,59,15,11,14,24,82485,98158,10633,42573,89220,101851,11694,47925,Коваленко Денис Васильович,380659838609,denis.kovalenko@your.mail.com,Самовивіз,Тернопіль,731,67
Kharkiv3,1726671965310,7,427,919,109,444,328,904,45,13,9,1,21,11,20,22,54361,65653,35714,91597,19260,29260,27921,57172,69620,39003,100665,22062,33185,30458,Коваленко Юрій Станіславович,380879513836,jurіj.kovalenko@your.mail.com,Ukr,Харків,424,68
Kharkiv4,1726672409554,7,225,523,691,592,723,609,151,21,22,9,10,12,10,15,57955,77709,63377,59629,62680,10130,20986,61814,85995,69842,66414,66795,11189,21729,Ковалев Леонід Станіславович,380232733556,leonіd.kovalev@your.mail.com,Ukr,Житомир,668,69
Kharkiv6,1726672853897,2,221,883,23,8,49617,88436,53584,98310,Солдатенко Віктор Тимурович,380550610926,vіktor.soldatenko@your.mail.com,Nova,Черкаси,75,70
Kharkiv5,1726673350276,7,386,898,658,445,750,495,445,10,4,4,2,11,15,19,14703,27897,80048,77223,57926,75288,77223,15981,31034,82872,84090,62000,85713,87275,Кравченко Семен Сергійович,380693253881,semen.kravchenko@your.mail.com,Nova,Хмельницький,791,71
Kharkiv2,1726673812647,4,764,257,21,620,21,18,11,19,80089,15691,68064,60357,85131,16954,75700,67901,Лисенко Олег Тарасович,380429755843,oleg.lisenko@your.mail.com,Nova,Донецьк,688,72
Kharkiv2,1726674304379,4,884,865,433,720,7,14,17,4,53396,62831,57035,97643,60114,65019,63109,100619,Мороз Дмитро Віталійович,380621234741,dmitro.moroz@your.mail.com,Ukr,Херсон,518,73
Kharkiv4,1726674800670,5,910,353,773,231,261,7,21,24,21,8,25316,41828,63242,14058,43798,26436,48096,66969,15656,48513,Шевчук Юрій Васильович,380405551194,jurіj.shevchuk@your.mail.com,Ukr,Тернопіль,142,74
Kharkiv6,1726675225723,3,321,908,104,16,18,15,71454,37006,46686,75637,41154,51726,Іваненко Семен Артемович,380816560246,semen.іvanenko@your.mail.com,Nova,Чернігів,291,75
Kharkiv2,1726675776299,4,40,152,446,810,6,4,20,14,75902,16096,73554,41781,84741,17388,78085,45616,Костюк Віталій Денисович,380925899581,vіtalіj.kostjuk@your.mail.com,Самовивіз,Луганськ,503,76
Kharkiv5,1726676266357,4,56,559,394,342,11,13,19,16,96133,56063,40149,38781,99134,57850,43315,44051,Гончаренко Євген Тарасович,380256291755,єvgen.goncharenko@your.mail.com,Ukr,Хмельницький,759,77
Kharkiv1,1726676820681,4,568,785,686,232,16,15,19,11,72440,46367,92620,69299,78042,52168,106264,72575,Лисенко Олег Тарасович,380429755843,oleg.lisenko@your.mail.com,Nova,Донецьк,688,78
Kharkiv2,1726677305335,7,700,546,932,121,261,864,43,9,22,10,19,24,8,7,46323,66731,98336,32873,43798,32896,34938,52416,72964,102573,37094,47659,36001,39325,Федоренко Юрій Валерійович,380197631163,jurіj.fedorenko@your.mail.com,Nova,Дніпро,374,79
Kharkiv6,1726677873436,5,273,507,614,226,547,24,9,20,23,20,84467,62113,81303,77537,65692,88413,68050,85569,88344,74944,Грищенко Тарас Павлович,380573796534,taras.grischenko@your.mail.com,Nova,Кропивницький,932,80
Kharkiv5,1726678333383,1,266,16,29613,32615,Мороз Василь Павлович,380839611483,vasil'.moroz@your.mail.com,Ukr,Одеса,155,81
Kharkiv1,1726678779730,2,128,252,16,9,97006,48551,110422,50324,Ковалев Василь Ігорович,380974900129,vasil'.kovalev@your.mail.com,Самовивіз,Луганськ,404,82
Kharkiv3,1726679202491,3,853,916,468,11,18,1,45928,93099,71179,49146,96478,74801,Супрун Іван Станіславович,380167823409,іvan.suprun@your.mail.com,Nova,Чернігів,328,83
Kharkiv2,1726679799336,2,238,303,5,14,68990,20671,76030,21914,Костюк Анатолій Дмитрович,380653002531,anatolіj.kostjuk@your.mail.com,Nova,Сімферополь,95,84
Kharkiv5,1726680247570,7,709,867,557,773,124,160,212,19,1,4,20,25,11,1,70083,42128,81912,63242,40532,73293,51627,75971,44279,86042,65159,42787,76122,57257,Голуб Юрій Віталійович,380130439930,jurіj.golub@your.mail.com,Nova,Київ,671,85
Kharkiv1,1726680678604,4,754,445,790,315,2,2,18,14,86514,77223,60639,17946,91485,81185,64982,19126,Гончаренко Максим Олексійович,380362852295,maksim.goncharenko@your.mail.com,Nova,Івано-Франківськ,861,86
Kharkiv6,1726681106282,6,585,445,18,723,927,540,21,12,6,25,16,13,38309,77223,83913,62680,83102,54139,41522,83207,90573,69524,88128,56091,Савчук Микола Мирославович,380221047574,mikola.savchuk@your.mail.com,Nova,Черкаси,754,87
Kharkiv3,1726681700968,2,932,377,22,21,98336,42813,112030,46372,Федоренко Валерій Валерійович,380752433170,valerіj.fedorenko@your.mail.com,Ukr,Черкаси,458,88
Kharkiv2,1726682281336,6,74,172,101,904,106,796,21,8,24,5,5,19,49644,76563,46004,29260,91277,18494,57051,82885,47667,32750,95972,20441,Левченко Олексій Валентинович,380155313426,oleksіj.levchenko@your.mail.com,Nova,Рівне,810,89
Kharkiv1,1726682704080,1,572,3,47491,49408,Тимченко Тимур Валентинович,380364245589,timur.timchenko@your.mail.com,Ukr,Вінниця,931,90
Kharkiv6,1726683216924,7,74,507,699,879,883,453,212,7,22,14,20,18,18,15,49644,62113,28901,46751,88436,74846,51627,55026,66413,32598,50616,97074,80306,58878,Шевченко Василь Андрійович,380943562405,vasil'.shevchenko@your.mail.com,Nova,Київ,118,91
Kharkiv1,1726683677085,4,539,701,691,582,15,10,19,23,47908,42464,63377,40975,51947,44172,68688,45286,Мороз Артем Ярославович,380692557593,artem.moroz@your.mail.com,Nova,Харків,535,92
Kharkiv2,1726684143422,4,556,688,303,115,22,7,4,21,52091,14808,20671,61448,54571,15856,22122,66249,Соломон Олег Станіславович,380878201374,oleg.solomon@your.mail.com,Ukr,Рівне,43,93
Kharkiv2,1726684663384,2,118,692,21,25,82824,28122,90099,29377,Лисенко Ігор Станіславович,380812747136,іgor.lisenko@your.mail.com,Nova,Сімферополь,229,94
Kharkiv1,1726685102242,3,199,707,748,22,15,21,55419,34213,96722,61327,36695,100810,Пономаренко Олексій Федорович,380383080494,oleksіj.ponomarenko@your.mail.com,Nova,Дніпро,351,95
Kharkiv2,1726685554796,2,743,140,18,12,46877,60932,53792,62817,Савчук Микола Денисович,380122152260,mikola.savchuk@your.mail.com,Nova,Харків,588,96
Kharkiv1,1726686052312,7,335,319,542,909,104,604,25,4,18,9,22,22,3,25,58634,25778,68497,87107,46686,56443,27252,65204,26922,74418,97313,48518,60496,28956,Лисенко Станіслав Федорович,380700989215,stanіslav.lisenko@your.mail.com,Ukr,Херсон,671,97
Kharkiv2,1726686627971,3,336,95,512,1,24,11,69135,16106,96698,75155,17643,103963,Ковалев Василь Тимурович,380788791420,vasil'.kovalev@your.mail.com,Nova,Дніпро,451,98
Kharkiv2,1726687199435,4,899,680,871,580,20,25,14,23,81997,54367,15097,30959,86360,56804,16042,33721,Солдатенко Віктор Тимурович,380550610926,vіktor.soldatenko@your.mail.com,Nova,Черкаси,75,99
Kharkiv6,1726687631151,1,577,24,72962,78064,Бондаренко Олександр Сергійович,380358524074,oleksandr.bondarenko@your.mail.com,Ukr,Сімферополь,466,100
Kharkiv2,1726688190560,5,493,859,868,872,124,3,16,14,11,6,95933,63111,18522,46190,40532,105704,68360,19191,50268,45944,Кравченко Артур Іванович,380699877456,artur.kravchenko@your.mail.com,Самовивіз,Чернівці,745,101
Kharkiv2,1726688696405,4,237,937,7,753,8,7,13,12,22391,15744,30555,69627,24100,16660,32650,73515,Савчук Костянтин Анатолійович,380786633035,kostjantin.savchuk@your.mail.com,Nova,Луцьк,382,102
Kharkiv2,1726689100903,3,144,314,456,18,3,22,65183,26039,35293,74773,27917,38047,Кузьменко Тимур Володимирович,380327056100,timur.kuz'menko@your.mail.com,Nova,Тернопіль,353,103
Kharkiv5,1726689680825,6,536,610,759,382,282,508,24,13,22,1,17,12,30928,38106,55722,13734,26421,81716,31929,41488,57668,14272,27544,92484,Кравченко Семен Сергійович,380693253881,semen.kravchenko@your.mail.com,Nova,Хмельницький,791,104
Kharkiv5,1726690183491,1,941,4,28541,29545,Кириленко Артем Євгенович,380376641061,artem.kirilenko@your.mail.com,Nova,Миколаїв,962,105
Kharkiv3,1726690721750,6,604,98,783,399,44,934,2,15,12,23,18,5,56443,36328,83000,75490,82605,71768,61120,37949,89165,83837,88755,81828,Костюк Семен Денисович,380781139193,semen.kostjuk@your.mail.com,Самовивіз,Донецьк,867,106
Kharkiv6,1726691320175,2,483,874,23,20,64121,99622,69086,107978,Костенко Володимир Леонідович,380831218866,volodimir.kostenko@your.mail.com,Ukr,Луганськ,927,107
Kharkiv3,1726691775711,4,750,269,705,517,23,18,6,18,57926,79485,34715,83376,64765,87065,37228,88134,Костенко Дмитро Вікторович,380147333295,dmitro.kostenko@your.mail.com,Nova,Київ,27,108
Kharkiv1,1726692183508,1,146,3,15147,17078,Тимчук Микола Сергійович,380933555928,mikola.timchuk@your.mail.com,Nova,Сімферополь,526,109
Kharkiv3,1726692745939,6,923,153,145,57,155,656,5,14,5,22,7,12,26532,37830,41902,93366,67954,39240,28248,39125,45619,100974,75367,44365,Тимчук Василь Леонідович,380671132302,vasil'.timchuk@your.mail.com,Ukr,Івано-Франківськ,591,110
Kharkiv6,1726693273268,6,645,693,489,53,435,681,15,16,7,18,17,23,79568,61723,45708,84340,77522,59185,88135,70640,51767,95538,86247,62015,Зінченко Віктор Віталійович,380999513659,vіktor.zіnchenko@your.mail.com,Nova,Донецьк,827,111
Kharkiv1,1726693777532,7,656,746,350,859,256,783,491,20,20,6,22,16,17,19,39240,26736,87491,63111,44140,83000,23554,43859,28023,92864,65868,50112,86940,25596,Мороз Олег Артурович,380171428658,oleg.moroz@your.mail.com,Ukr,Миколаїв,152,112
Kharkiv3,1726694253018,3,533,386,721,4,7,25,63572,14703,73405,67469,15218,83939,Коваленко Павло Іванович,380963437789,pavlo.kovalenko@your.mail.com,Nova,Харків,394,113
Kharkiv1,1726694847257,1,197,24,15233,16622,Гнатенко Віталій Федорович,380184569611,vіtalіj.gnatenko@your.mail.com,Ukr,Рівне,953,114
Kharkiv5,1726695423358,2,612,348,15,2,54611,55006,59798,60862,Соломон Денис Дмитрович,380881156562,denis.solomon@your.mail.com,Самовивіз,Тернопіль,605,115
Kharkiv6,1726695945454,2,372,207,20,4,29501,44120,30848,45459,Ткаченко Олексій Віталійович,380381635828,oleksіj.tkachenko@your.mail.com,Nova,Черкаси,280,116
Kharkiv5,1726696479881,1,47,9,71993,74967,Мороз Семен Миколайович,380905415321,semen.moroz@your.mail.com,Самовивіз,Сімферополь,240,117
Kharkiv2,1726696994050,6,408,99,101,357,477,773,5,10,6,9,1,6,11726,73899,46004,32308,79768,63242,12594,78018,49160,37129,90455,71401,Ткаченко Валентин Андрійович,380475396676,valentin.tkachenko@your.mail.com,Nova,Черкаси,613,118
Kharkiv1,1726697545381,2,427,496,10,25,54361,62774,62299,70438,Костенко Олег Юрійович,380377022651,oleg.kostenko@your.mail.com,Nova,Хмельницький,360,119
Kharkiv4,1726697960783,1,473,24,80688,90555,Пономаренко Олексій Федорович,380383080494,oleksіj.ponomarenko@your.mail.com,Nova,Дніпро,351,120
Kharkiv3,1726698463170,3,156,826,739,20,24,8,52376,11585,99227,59874,12831,108784,Левченко Олексій Валентинович,380155313426,oleksіj.levchenko@your.mail.com,Nova,Рівне,810,121
Kharkiv2,1726699005276,6,316,155,452,290,72,719,1,20,11,17,10,12,57997,67954,67461,33519,67137,44723,65774,76136,69507,38392,75085,50890,Кузьменко Олег Максимович,380957406459,oleg.kuz'menko@your.mail.com,Nova,Черкаси,913,122
Kharkiv3,1726699579800,5,205,555,81,67,356,16,10,1,15,24,62757,78468,51032,79909,30821,66581,82288,57613,91521,32504,Грищенко Віктор Олексійович,380784975399,vіktor.grischenko@your.mail.com,Ukr,Чернігів,143,123
Kharkiv6,1726700008131,5,939,181,304,161,25,17,8,13,17,1,49877,39969,25653,17831,27252,55364,42026,26431,18716,29980,Шевченко Денис Юрійович,380914951053,denis.shevchenko@your.mail.com,Nova,Запоріжжя,314,124
Kharkiv4,1726700452808,2,743,870,5,4,46877,67853,49059,77646,Тимчук Григорій Дмитрович,380375817671,grigorіj.timchuk@your.mail.com,Ukr,Миколаїв,349,125
Kharkiv4,1726700907183,5,777,564,632,76,126,12,19,11,19,9,15107,87644,41833,84047,21790,16237,98141,44772,93678,22504,Тимчук Микола Сергійович,380933555928,mikola.timchuk@your.mail.com,Nova,Сімферополь,526,126
Kharkiv6,1726701346348,7,543,443,474,549,907,638,873,18,10,4,2,23,5,3,96581,53250,95076,55029,52698,30950,40749,107983,60769,108162,62817,59767,34208,45808,Костенко Віталій Вікторович,380503134670,vіtalіj.kostenko@your.mail.com,Nova,Харків,469,127
Kharkiv2,1726701865461,7,537,944,833,80,487,29,351,25,8,14,15,1,16,22,81982,56124,94942,76444,70289,47189,17079,89824,60960,108165,86208,77432,49812,18604,Тимченко Костянтин Максимович,380103964128,kostjantin.timchenko@your.mail.com,Ukr,Тернопіль,239,128
Kharkiv1,1726702404155,4,471,492,325,847,17,11,3,19,76390,98726,37445,49116,86277,105778,38687,55711,Зінченко Федір Тарасович,380338291107,fedіr.zіnchenko@your.mail.com,Nova,Кропивницький,309,129
Kharkiv5,1726702925234,3,40,518,612,18,14,8,75902,36041,54611,84967,40436,60733,Ковалев Леонід Тимурович,380540496782,leonіd.kovalev@your.mail.com,Nova,Луцьк,113,130
